Title	BioProject	BioSample	Tax ID	GenBank Accn	GenBank FTP	GenBank Accn	GenBank Assembly	RefSeq Accn	RefSeq FTP	RefSeq Accn	RefSeq Assembly
Selenomonas ruminantium Z108 	PRJEB17357	SAMN04487861	971	GCA_900113715.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/113/715/GCA_900113715.1_IMG-taxon_2623620514_annotated_assembly	GCA_900113715.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/113/715/GCA_900113715.1_IMG-taxon_2623620514_annotated_assembly/GCA_900113715.1_IMG-taxon_2623620514_annotated_assembly_genomic.fna.gz	GCF_900113715.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/113/715/GCF_900113715.1_IMG-taxon_2623620514_annotated_assembly	GCF_900113715.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/113/715/GCF_900113715.1_IMG-taxon_2623620514_annotated_assembly/GCF_900113715.1_IMG-taxon_2623620514_annotated_assembly_genomic.fna.gz
Selenomonas sp. AE3005 	PRJNA243947	SAMN02743381	1485543	GCA_000686945.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/686/945/GCA_000686945.1_ASM68694v1	GCA_000686945.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/686/945/GCA_000686945.1_ASM68694v1/GCA_000686945.1_ASM68694v1_genomic.fna.gz	GCF_000686945.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/686/945/GCF_000686945.1_ASM68694v1	GCF_000686945.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/686/945/GCF_000686945.1_ASM68694v1/GCF_000686945.1_ASM68694v1_genomic.fna.gz
Selenomonas sp. FC4001 	PRJNA223010	SAMN02841187	1408313	GCA_000701565.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/701/565/GCA_000701565.1_ASM70156v1	GCA_000701565.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/701/565/GCA_000701565.1_ASM70156v1/GCA_000701565.1_ASM70156v1_genomic.fna.gz	GCF_000701565.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/701/565/GCF_000701565.1_ASM70156v1	GCF_000701565.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/701/565/GCF_000701565.1_ASM70156v1/GCF_000701565.1_ASM70156v1_genomic.fna.gz
Selenomonas sp. ND2010 	PRJNA223458	SAMN02841186	1410618	GCA_000702005.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/702/005/GCA_000702005.1_ASM70200v1	GCA_000702005.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/702/005/GCA_000702005.1_ASM70200v1/GCA_000702005.1_ASM70200v1_genomic.fna.gz	GCF_000702005.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/702/005/GCF_000702005.1_ASM70200v1	GCF_000702005.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/702/005/GCF_000702005.1_ASM70200v1/GCF_000702005.1_ASM70200v1_genomic.fna.gz
Sharpea azabuensis KH1P5 	PRJEB17445	SAMN04487835	322505	GCA_900114425.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/114/425/GCA_900114425.1_IMG-taxon_2606217758_annotated_assembly	GCA_900114425.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/114/425/GCA_900114425.1_IMG-taxon_2606217758_annotated_assembly/GCA_900114425.1_IMG-taxon_2606217758_annotated_assembly_genomic.fna.gz	GCF_900114425.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/114/425/GCF_900114425.1_IMG-taxon_2606217758_annotated_assembly	GCF_900114425.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/114/425/GCF_900114425.1_IMG-taxon_2606217758_annotated_assembly/GCF_900114425.1_IMG-taxon_2606217758_annotated_assembly_genomic.fna.gz
Sharpea azabuensis KH2P10 	PRJEB17232	SAMN04487836	322505	GCA_900112735.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/112/735/GCA_900112735.1_IMG-taxon_2606217759_annotated_assembly	GCA_900112735.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/112/735/GCA_900112735.1_IMG-taxon_2606217759_annotated_assembly/GCA_900112735.1_IMG-taxon_2606217759_annotated_assembly_genomic.fna.gz	GCF_900112735.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/112/735/GCF_900112735.1_IMG-taxon_2606217759_annotated_assembly	GCF_900112735.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/112/735/GCF_900112735.1_IMG-taxon_2606217759_annotated_assembly/GCF_900112735.1_IMG-taxon_2606217759_annotated_assembly_genomic.fna.gz
Sharpea azabuensis RL1 DSM 20406	PRJEB16818	SAMN04487834	322505	GCA_900108995.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/108/995/GCA_900108995.1_IMG-taxon_2606217806_annotated_assembly	GCA_900108995.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/108/995/GCA_900108995.1_IMG-taxon_2606217806_annotated_assembly/GCA_900108995.1_IMG-taxon_2606217806_annotated_assembly_genomic.fna.gz	GCF_900108995.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/108/995/GCF_900108995.1_IMG-taxon_2606217806_annotated_assembly	GCF_900108995.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/108/995/GCF_900108995.1_IMG-taxon_2606217806_annotated_assembly/GCF_900108995.1_IMG-taxon_2606217806_annotated_assembly_genomic.fna.gz
Sharpea azabuensis ST18 DSM 18934	PRJNA223483	SAMN02841194	1410674	GCA_000702165.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/702/165/GCA_000702165.1_ASM70216v1	GCA_000702165.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/702/165/GCA_000702165.1_ASM70216v1/GCA_000702165.1_ASM70216v1_genomic.fna.gz	GCF_000702165.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/702/165/GCF_000702165.1_ASM70216v1	GCF_000702165.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/702/165/GCF_000702165.1_ASM70216v1/GCF_000702165.1_ASM70216v1_genomic.fna.gz
Shigella sonnei  NLAE-zl-G496 	PRJEB16246	SAMN05216485	624	GCA_900103855.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/103/855/GCA_900103855.1_IMG-taxon_2654588181_annotated_assembly	GCA_900103855.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/103/855/GCA_900103855.1_IMG-taxon_2654588181_annotated_assembly/GCA_900103855.1_IMG-taxon_2654588181_annotated_assembly_genomic.fna.gz	GCF_900103855.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/103/855/GCF_900103855.1_IMG-taxon_2654588181_annotated_assembly	GCF_900103855.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/103/855/GCF_900103855.1_IMG-taxon_2654588181_annotated_assembly/GCF_900103855.1_IMG-taxon_2654588181_annotated_assembly_genomic.fna.gz
Staphylococcus epidermidis AG42 	PRJNA237256	SAMN02841207	1458470	GCA_000703025.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/703/025/GCA_000703025.1_ASM70302v1	GCA_000703025.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/703/025/GCA_000703025.1_ASM70302v1/GCA_000703025.1_ASM70302v1_genomic.fna.gz	GCF_000703025.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/703/025/GCF_000703025.1_ASM70302v1	GCF_000703025.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/703/025/GCF_000703025.1_ASM70302v1/GCF_000703025.1_ASM70302v1_genomic.fna.gz
Staphylococcus epidermidis NLAE-zl-G239 	PRJEB17321	SAMN04487862	1282	GCA_900113395.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/113/395/GCA_900113395.1_IMG-taxon_2623620480_annotated_assembly	GCA_900113395.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/113/395/GCA_900113395.1_IMG-taxon_2623620480_annotated_assembly/GCA_900113395.1_IMG-taxon_2623620480_annotated_assembly_genomic.fna.gz	GCF_900113395.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/113/395/GCF_900113395.1_IMG-taxon_2623620480_annotated_assembly	GCF_900113395.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/113/395/GCF_900113395.1_IMG-taxon_2623620480_annotated_assembly/GCF_900113395.1_IMG-taxon_2623620480_annotated_assembly_genomic.fna.gz
Streptococcus equinus 2B 	PRJNA223471	SAMN02841195	1410675	GCA_000702105.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/702/105/GCA_000702105.1_ASM70210v1	GCA_000702105.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/702/105/GCA_000702105.1_ASM70210v1/GCA_000702105.1_ASM70210v1_genomic.fna.gz	GCF_000702105.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/702/105/GCF_000702105.1_ASM70210v1	GCF_000702105.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/702/105/GCF_000702105.1_ASM70210v1/GCF_000702105.1_ASM70210v1_genomic.fna.gz
Streptococcus equinus AG46 	PRJNA239123	SAMN02841210	1335	GCA_000964315.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/964/315/GCA_000964315.1_ASM96431v1	GCA_000964315.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/964/315/GCA_000964315.1_ASM96431v1/GCA_000964315.1_ASM96431v1_genomic.fna.gz	GCF_000964315.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/964/315/GCF_000964315.1_ASM96431v1	GCF_000964315.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/964/315/GCF_000964315.1_ASM96431v1/GCF_000964315.1_ASM96431v1_genomic.fna.gz
Streptococcus equinus AR3 	PRJEB21850	SAMN05216470	1335	GCA_900199575.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/199/575/GCA_900199575.1_IMG-taxon_2654588192_annotated_assembly	GCA_900199575.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/199/575/GCA_900199575.1_IMG-taxon_2654588192_annotated_assembly/GCA_900199575.1_IMG-taxon_2654588192_annotated_assembly_genomic.fna.gz	GCF_900199575.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/199/575/GCF_900199575.1_IMG-taxon_2654588192_annotated_assembly	GCF_900199575.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/199/575/GCF_900199575.1_IMG-taxon_2654588192_annotated_assembly/GCF_900199575.1_IMG-taxon_2654588192_annotated_assembly_genomic.fna.gz
Streptococcus equinus B315 	PRJNA185690	SAMN02440831	1280690	GCA_000424045.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/424/045/GCA_000424045.1_ASM42404v1	GCA_000424045.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/424/045/GCA_000424045.1_ASM42404v1/GCA_000424045.1_ASM42404v1_genomic.fna.gz	GCF_000424045.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/424/045/GCF_000424045.1_ASM42404v1	GCF_000424045.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/424/045/GCF_000424045.1_ASM42404v1/GCF_000424045.1_ASM42404v1_genomic.fna.gz
Streptococcus equinus C277 	PRJEB15920	SAMN04488495	1335	GCA_900099885.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/099/885/GCA_900099885.1_IMG-taxon_2623621021_annotated_assembly	GCA_900099885.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/099/885/GCA_900099885.1_IMG-taxon_2623621021_annotated_assembly/GCA_900099885.1_IMG-taxon_2623621021_annotated_assembly_genomic.fna.gz	GCF_900099885.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/099/885/GCF_900099885.1_IMG-taxon_2623621021_annotated_assembly	GCF_900099885.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/099/885/GCF_900099885.1_IMG-taxon_2623621021_annotated_assembly/GCF_900099885.1_IMG-taxon_2623621021_annotated_assembly_genomic.fna.gz
Streptococcus equinus ES1 	PRJEB16935	SAMN04488496	1335	GCA_900110365.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/110/365/GCA_900110365.1_IMG-taxon_2623620585_annotated_assembly	GCA_900110365.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/110/365/GCA_900110365.1_IMG-taxon_2623620585_annotated_assembly/GCA_900110365.1_IMG-taxon_2623620585_annotated_assembly_genomic.fna.gz	GCF_900110365.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/110/365/GCF_900110365.1_IMG-taxon_2623620585_annotated_assembly	GCF_900110365.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/110/365/GCF_900110365.1_IMG-taxon_2623620585_annotated_assembly/GCF_900110365.1_IMG-taxon_2623620585_annotated_assembly_genomic.fna.gz
Streptococcus equinus GA-1 	PRJEB15969	SAMN02910449	1335	GCA_900100035.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/100/035/GCA_900100035.1_IMG-taxon_2593339267_annotated_assembly	GCA_900100035.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/100/035/GCA_900100035.1_IMG-taxon_2593339267_annotated_assembly/GCA_900100035.1_IMG-taxon_2593339267_annotated_assembly_genomic.fna.gz	GCF_900100035.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/100/035/GCF_900100035.1_IMG-taxon_2593339267_annotated_assembly	GCF_900100035.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/100/035/GCF_900100035.1_IMG-taxon_2593339267_annotated_assembly/GCF_900100035.1_IMG-taxon_2593339267_annotated_assembly_genomic.fna.gz
Streptococcus equinus H24 	PRJEB16855	SAMN05216373	1335	GCA_900109415.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/109/415/GCA_900109415.1_IMG-taxon_2654588151_annotated_assembly	GCA_900109415.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/109/415/GCA_900109415.1_IMG-taxon_2654588151_annotated_assembly/GCA_900109415.1_IMG-taxon_2654588151_annotated_assembly_genomic.fna.gz	GCF_900109415.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/109/415/GCF_900109415.1_IMG-taxon_2654588151_annotated_assembly	GCF_900109415.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/109/415/GCF_900109415.1_IMG-taxon_2654588151_annotated_assembly/GCF_900109415.1_IMG-taxon_2654588151_annotated_assembly_genomic.fna.gz
Streptococcus equinus JB1 	PRJEB17456	SAMN02910290	1294274	GCA_900114525.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/114/525/GCA_900114525.1_IMG-taxon_2593339156_annotated_assembly	GCA_900114525.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/114/525/GCA_900114525.1_IMG-taxon_2593339156_annotated_assembly/GCA_900114525.1_IMG-taxon_2593339156_annotated_assembly_genomic.fna.gz	GCF_900114525.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/114/525/GCF_900114525.1_IMG-taxon_2593339156_annotated_assembly	GCF_900114525.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/114/525/GCF_900114525.1_IMG-taxon_2593339156_annotated_assembly/GCF_900114525.1_IMG-taxon_2593339156_annotated_assembly_genomic.fna.gz
Streptococcus equinus MPR1 	PRJEB16965	SAMN05216477	1335	GCA_900110935.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/110/935/GCA_900110935.1_IMG-taxon_2651870309_annotated_assembly	GCA_900110935.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/110/935/GCA_900110935.1_IMG-taxon_2651870309_annotated_assembly/GCA_900110935.1_IMG-taxon_2651870309_annotated_assembly_genomic.fna.gz	GCF_900110935.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/110/935/GCF_900110935.1_IMG-taxon_2651870309_annotated_assembly	GCF_900110935.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/110/935/GCF_900110935.1_IMG-taxon_2651870309_annotated_assembly/GCF_900110935.1_IMG-taxon_2651870309_annotated_assembly_genomic.fna.gz
Streptococcus equinus MPR2 	PRJEB15984	SAMN05216384	1335	GCA_900100215.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/100/215/GCA_900100215.1_IMG-taxon_2651870307_annotated_assembly	GCA_900100215.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/100/215/GCA_900100215.1_IMG-taxon_2651870307_annotated_assembly/GCA_900100215.1_IMG-taxon_2651870307_annotated_assembly_genomic.fna.gz	GCF_900100215.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/100/215/GCF_900100215.1_IMG-taxon_2651870307_annotated_assembly	GCF_900100215.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/100/215/GCF_900100215.1_IMG-taxon_2651870307_annotated_assembly/GCF_900100215.1_IMG-taxon_2651870307_annotated_assembly_genomic.fna.gz
Streptococcus equinus MPR4 	PRJEB17296	SAMN05216385	1335	GCA_900113235.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/113/235/GCA_900113235.1_IMG-taxon_2654588204_annotated_assembly	GCA_900113235.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/113/235/GCA_900113235.1_IMG-taxon_2654588204_annotated_assembly/GCA_900113235.1_IMG-taxon_2654588204_annotated_assembly_genomic.fna.gz	GCF_900113235.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/113/235/GCF_900113235.1_IMG-taxon_2654588204_annotated_assembly	GCF_900113235.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/113/235/GCF_900113235.1_IMG-taxon_2654588204_annotated_assembly/GCF_900113235.1_IMG-taxon_2654588204_annotated_assembly_genomic.fna.gz
Streptococcus equinus pGA-7 	PRJEB15698	SAMN04487837	1335	GCA_900102715.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/102/715/GCA_900102715.1_IMG-taxon_2608642168_annotated_assembly	GCA_900102715.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/102/715/GCA_900102715.1_IMG-taxon_2608642168_annotated_assembly/GCA_900102715.1_IMG-taxon_2608642168_annotated_assembly_genomic.fna.gz	GCF_900102715.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/102/715/GCF_900102715.1_IMG-taxon_2608642168_annotated_assembly	GCF_900102715.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/102/715/GCF_900102715.1_IMG-taxon_2608642168_annotated_assembly/GCF_900102715.1_IMG-taxon_2608642168_annotated_assembly_genomic.fna.gz
Streptococcus equinus pR-5 	PRJEB16828	SAMN04487838	1335	GCA_900109395.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/109/395/GCA_900109395.1_IMG-taxon_2608642181_annotated_assembly	GCA_900109395.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/109/395/GCA_900109395.1_IMG-taxon_2608642181_annotated_assembly/GCA_900109395.1_IMG-taxon_2608642181_annotated_assembly_genomic.fna.gz	GCF_900109395.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/109/395/GCF_900109395.1_IMG-taxon_2608642181_annotated_assembly	GCF_900109395.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/109/395/GCF_900109395.1_IMG-taxon_2608642181_annotated_assembly/GCF_900109395.1_IMG-taxon_2608642181_annotated_assembly_genomic.fna.gz
Streptococcus equinus Sb04 	PRJEB16286	SAMN05216347	1335	GCA_900104225.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/104/225/GCA_900104225.1_IMG-taxon_2651870306_annotated_assembly	GCA_900104225.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/104/225/GCA_900104225.1_IMG-taxon_2651870306_annotated_assembly/GCA_900104225.1_IMG-taxon_2651870306_annotated_assembly_genomic.fna.gz	GCF_900104225.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/104/225/GCF_900104225.1_IMG-taxon_2651870306_annotated_assembly	GCF_900104225.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/104/225/GCF_900104225.1_IMG-taxon_2651870306_annotated_assembly/GCF_900104225.1_IMG-taxon_2651870306_annotated_assembly_genomic.fna.gz
Streptococcus equinus Sb05 	PRJEB15732	SAMN05216392	1335	GCA_900101445.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/101/445/GCA_900101445.1_IMG-taxon_2654588139_annotated_assembly	GCA_900101445.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/101/445/GCA_900101445.1_IMG-taxon_2654588139_annotated_assembly/GCA_900101445.1_IMG-taxon_2654588139_annotated_assembly_genomic.fna.gz	GCF_900101445.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/101/445/GCF_900101445.1_IMG-taxon_2654588139_annotated_assembly	GCF_900101445.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/101/445/GCF_900101445.1_IMG-taxon_2654588139_annotated_assembly/GCF_900101445.1_IMG-taxon_2654588139_annotated_assembly_genomic.fna.gz
Streptococcus equinus Sb09 	PRJEB16179	SAMN05216400	1335	GCA_900103355.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/103/355/GCA_900103355.1_IMG-taxon_2654588197_annotated_assembly	GCA_900103355.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/103/355/GCA_900103355.1_IMG-taxon_2654588197_annotated_assembly/GCA_900103355.1_IMG-taxon_2654588197_annotated_assembly_genomic.fna.gz	GCF_900103355.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/103/355/GCF_900103355.1_IMG-taxon_2654588197_annotated_assembly	GCF_900103355.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/103/355/GCF_900103355.1_IMG-taxon_2654588197_annotated_assembly/GCF_900103355.1_IMG-taxon_2654588197_annotated_assembly_genomic.fna.gz
Streptococcus equinus Sb10 	PRJEB15762	SAMN05216407	1335	GCA_900101715.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/101/715/GCA_900101715.1_IMG-taxon_2654588134_annotated_assembly	GCA_900101715.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/101/715/GCA_900101715.1_IMG-taxon_2654588134_annotated_assembly/GCA_900101715.1_IMG-taxon_2654588134_annotated_assembly_genomic.fna.gz	GCF_900101715.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/101/715/GCF_900101715.1_IMG-taxon_2654588134_annotated_assembly	GCF_900101715.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/101/715/GCF_900101715.1_IMG-taxon_2654588134_annotated_assembly/GCF_900101715.1_IMG-taxon_2654588134_annotated_assembly_genomic.fna.gz
Streptococcus equinus Sb13 	PRJEB17202	SAMN05216408	1335	GCA_900112385.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/112/385/GCA_900112385.1_IMG-taxon_2654588137_annotated_assembly	GCA_900112385.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/112/385/GCA_900112385.1_IMG-taxon_2654588137_annotated_assembly/GCA_900112385.1_IMG-taxon_2654588137_annotated_assembly_genomic.fna.gz	GCF_900112385.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/112/385/GCF_900112385.1_IMG-taxon_2654588137_annotated_assembly	GCF_900112385.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/112/385/GCF_900112385.1_IMG-taxon_2654588137_annotated_assembly/GCF_900112385.1_IMG-taxon_2654588137_annotated_assembly_genomic.fna.gz
Streptococcus equinus Sb17 	PRJEB16585	SAMN05216415	1335	GCA_900106895.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/106/895/GCA_900106895.1_IMG-taxon_2654588136_annotated_assembly	GCA_900106895.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/106/895/GCA_900106895.1_IMG-taxon_2654588136_annotated_assembly/GCA_900106895.1_IMG-taxon_2654588136_annotated_assembly_genomic.fna.gz	GCF_900106895.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/106/895/GCF_900106895.1_IMG-taxon_2654588136_annotated_assembly	GCF_900106895.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/106/895/GCF_900106895.1_IMG-taxon_2654588136_annotated_assembly/GCF_900106895.1_IMG-taxon_2654588136_annotated_assembly_genomic.fna.gz
Streptococcus equinus Sb18 	PRJEB16983	SAMN05216346	1335	GCA_900110845.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/110/845/GCA_900110845.1_IMG-taxon_2654588130_annotated_assembly	GCA_900110845.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/110/845/GCA_900110845.1_IMG-taxon_2654588130_annotated_assembly/GCA_900110845.1_IMG-taxon_2654588130_annotated_assembly_genomic.fna.gz	GCF_900110845.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/110/845/GCF_900110845.1_IMG-taxon_2654588130_annotated_assembly	GCF_900110845.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/110/845/GCF_900110845.1_IMG-taxon_2654588130_annotated_assembly/GCF_900110845.1_IMG-taxon_2654588130_annotated_assembly_genomic.fna.gz
Streptococcus equinus Sb20 	PRJEB17239	SAMN05216416	1335	GCA_900115995.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/115/995/GCA_900115995.1_IMG-taxon_2654588135_annotated_assembly	GCA_900115995.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/115/995/GCA_900115995.1_IMG-taxon_2654588135_annotated_assembly/GCA_900115995.1_IMG-taxon_2654588135_annotated_assembly_genomic.fna.gz	GCF_900115995.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/115/995/GCF_900115995.1_IMG-taxon_2654588135_annotated_assembly	GCF_900115995.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/115/995/GCF_900115995.1_IMG-taxon_2654588135_annotated_assembly/GCF_900115995.1_IMG-taxon_2654588135_annotated_assembly_genomic.fna.gz
