Genome	Strain	Culture collection #	taxon_oid	Sequencing Technology	Assembly Method	Sequencing Depth (fold coverage)	CheckM Completeness (%)	Genome Size (bp)	Gene Count 	CDS Count   	Coding Base Count %   	GC   	COG Count   	KO Count	Pfam Count	TIGRfam Count	With Function Prediction %	Scaffold Count	HunTitle	BioProject	BioSample	Tax ID	GenBank FTP	GenBank Assembly	GenBank Accession	GenBank FTP	Genbank assembly file	RefSeq FTP	RefSeq Assembly	RefSeq accession	RefSeq FTP	RefSeq Assembly file
Butyrivibrio proteoclasticus	P6B7		2558860127	Illumina HiSeq	vpAllpaths v. r46652	376.797	99.96	3927843	3556	3487	90.07	0.42	1986	1479	2593	906	70.05	53	Butyrivibrio proteoclasticus P6B7 	PRJNA223495	SAMN02744024	1410650	[GCA_000622085.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/622/085/GCA_000622085.1_ASM62208v1)	[GCA_000622085.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/622/085/GCA_000622085.1_ASM62208v1/GCA_000622085.1_ASM62208v1_genomic.fna.gz)	GCA_000622085.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/622/085/GCA_000622085.1_ASM62208v1	GCA_000622085.1_ASM62208v1_genomic.fna.gz	[GCF_000622085.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/622/085/GCF_000622085.1_ASM62208v1)	[GCF_000622085.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/622/085/GCF_000622085.1_ASM62208v1/GCF_000622085.1_ASM62208v1_genomic.fna.gz)	GCF_000622085.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/622/085/GCF_000622085.1_ASM62208v1	GCF_000622085.1_ASM62208v1_genomic.fna.gz
Bifidobacterium thermophilum	RU326	DSM 20212	2558860129	Illumina HiSeq	vpAllpaths v. r46652	537.214	100	2252351	1793	1733	84.33	0.6	1173	985	1413	627	75.24	50	Bifidobacterium thermophilum RU326 DSM 20212	PRJNA223494	SAMN02743878	1410648	[GCA_000687575.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/687/575/GCA_000687575.1_ASM68757v1)	[GCA_000687575.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/687/575/GCA_000687575.1_ASM68757v1/GCA_000687575.1_ASM68757v1_genomic.fna.gz)	GCA_000687575.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/687/575/GCA_000687575.1_ASM68757v1	GCA_000687575.1_ASM68757v1_genomic.fna.gz	[GCF_000687575.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/687/575/GCF_000687575.1_ASM68757v1)	[GCF_000687575.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/687/575/GCF_000687575.1_ASM68757v1/GCF_000687575.1_ASM68757v1_genomic.fna.gz)	GCF_000687575.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/687/575/GCF_000687575.1_ASM68757v1	GCF_000687575.1_ASM68757v1_genomic.fna.gz
Bifidobacterium pseudolongum subsp. globosum	RU224	DSM 20092	2558860115	Illumina HiSeq	vpAllpaths v. r46652	614.682	99.56	1913048	1649	1586	89.88	0.63	1080	911	1339	574	78.59	40	Bifidobacterium pseudolongum subsp. globosum RU224 DSM 20092	PRJNA223493	SAMN02743881	1410605	[GCA_000687595.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/687/595/GCA_000687595.1_ASM68759v1)	[GCA_000687595.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/687/595/GCA_000687595.1_ASM68759v1/GCA_000687595.1_ASM68759v1_genomic.fna.gz)	GCA_000687595.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/687/595/GCA_000687595.1_ASM68759v1	GCA_000687595.1_ASM68759v1_genomic.fna.gz	[GCF_000687595.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/687/595/GCF_000687595.1_ASM68759v1)	[GCF_000687595.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/687/595/GCF_000687595.1_ASM68759v1/GCF_000687595.1_ASM68759v1_genomic.fna.gz)	GCF_000687595.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/687/595/GCF_000687595.1_ASM68759v1	GCF_000687595.1_ASM68759v1_genomic.fna.gz
Bifidobacterium boum	RU917	DSM 20432	2558860116	Illumina HiSeq	vpAllpaths v. r46652	272.775	100	2161188	1783	1724	86.33	0.59	1159	969	1420	621	76.78	26	Bifidobacterium boum RU917 DSM 20432	PRJNA223490	SAMN02743876	1410645	[GCA_000687615.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/687/615/GCA_000687615.1_ASM68761v1)	[GCA_000687615.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/687/615/GCA_000687615.1_ASM68761v1/GCA_000687615.1_ASM68761v1_genomic.fna.gz)	GCA_000687615.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/687/615/GCA_000687615.1_ASM68761v1	GCA_000687615.1_ASM68761v1_genomic.fna.gz	[GCF_000687615.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/687/615/GCF_000687615.1_ASM68761v1)	[GCF_000687615.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/687/615/GCF_000687615.1_ASM68761v1/GCF_000687615.1_ASM68761v1_genomic.fna.gz)	GCF_000687615.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/687/615/GCF_000687615.1_ASM68761v1	GCF_000687615.1_ASM68761v1_genomic.fna.gz
Lachnobacterium bovis	C6A12		2558860123	Illumina HiSeq	vpAllpaths v. r46652	737.47	99.52	2607647	2443	2359	87.97	0.31	1485	1184	1822	816	72.33	45	Lachnobacterium bovis C6A12 	PRJNA223489	SAMN02744025	1410660	[GCA_000622065.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/622/065/GCA_000622065.1_ASM62206v1)	[GCA_000622065.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/622/065/GCA_000622065.1_ASM62206v1/GCA_000622065.1_ASM62206v1_genomic.fna.gz)	GCA_000622065.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/622/065/GCA_000622065.1_ASM62206v1	GCA_000622065.1_ASM62206v1_genomic.fna.gz	[GCF_000622065.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/622/065/GCF_000622065.1_ASM62206v1)	[GCF_000622065.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/622/065/GCF_000622065.1_ASM62206v1/GCF_000622065.1_ASM62206v1_genomic.fna.gz)	GCF_000622065.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/622/065/GCF_000622065.1_ASM62206v1	GCF_000622065.1_ASM62206v1_genomic.fna.gz
Bifidobacterium ruminantium	RU687	DSM 6489	2558860117	Illumina HiSeq	vpAllpaths v. r46652	450.845	100	2218565	1897	1834	88.42	0.59	1194	1016	1503	630	76.12	43	Bifidobacterium ruminantium RU687 DSM 6489	PRJNA223488	SAMN02743880	1410647	[GCA_000687635.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/687/635/GCA_000687635.1_ASM68763v1)	[GCA_000687635.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/687/635/GCA_000687635.1_ASM68763v1/GCA_000687635.1_ASM68763v1_genomic.fna.gz)	GCA_000687635.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/687/635/GCA_000687635.1_ASM68763v1	GCA_000687635.1_ASM68763v1_genomic.fna.gz	[GCF_000687635.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/687/635/GCF_000687635.1_ASM68763v1)	[GCF_000687635.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/687/635/GCF_000687635.1_ASM68763v1/GCF_000687635.1_ASM68763v1_genomic.fna.gz)	GCF_000687635.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/687/635/GCF_000687635.1_ASM68763v1	GCF_000687635.1_ASM68763v1_genomic.fna.gz
Lachnospiraceae bacterium	YSB2008		2558860136	Illumina HiSeq	vpAllpaths v. r46652	224.574	98.32	2686267	2331	2265	92.98	0.41	1440	1046	1826	754	76.19	29	Lachnospiraceae bacterium YSB2008 	PRJNA223487	SAMN02743883	1410633	[GCA_000687655.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/687/655/GCA_000687655.1_ASM68765v1)	[GCA_000687655.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/687/655/GCA_000687655.1_ASM68765v1/GCA_000687655.1_ASM68765v1_genomic.fna.gz)	GCA_000687655.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/687/655/GCA_000687655.1_ASM68765v1	GCA_000687655.1_ASM68765v1_genomic.fna.gz	[GCF_000687655.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/687/655/GCF_000687655.1_ASM68765v1)	[GCF_000687655.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/687/655/GCF_000687655.1_ASM68765v1/GCF_000687655.1_ASM68765v1_genomic.fna.gz)	GCF_000687655.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/687/655/GCF_000687655.1_ASM68765v1	GCF_000687655.1_ASM68765v1_genomic.fna.gz
Lachnospiraceae bacterium	NC2008		2558860166	Illumina HiSeq	vpAllpaths v. r46652	1179.45	99.52	2718916	2506	2438	91.56	0.37	1512	1120	1962	785	75.78	26	Lachnospiraceae bacterium NC2008 	PRJNA223482	SAMN02743879	1410627	[GCA_000687675.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/687/675/GCA_000687675.1_ASM68767v1)	[GCA_000687675.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/687/675/GCA_000687675.1_ASM68767v1/GCA_000687675.1_ASM68767v1_genomic.fna.gz)	GCA_000687675.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/687/675/GCA_000687675.1_ASM68767v1	GCA_000687675.1_ASM68767v1_genomic.fna.gz	[GCF_000687675.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/687/675/GCF_000687675.1_ASM68767v1)	[GCF_000687675.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/687/675/GCF_000687675.1_ASM68767v1/GCF_000687675.1_ASM68767v1_genomic.fna.gz)	GCF_000687675.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/687/675/GCF_000687675.1_ASM68767v1	GCF_000687675.1_ASM68767v1_genomic.fna.gz
Fusobacterium necrophorum	HUN048		2558860989	Illumina HiSeq	vpAllpaths v. r46652	450.826	100	2033981	1963	1895	92.57	0.35	1408	1184	1639	765	80.13	17	Fusobacterium necrophorum HUN048 	PRJNA223481	SAMN02744026	1410656	[GCA_000622045.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/622/045/GCA_000622045.1_ASM62204v1)	[GCA_000622045.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/622/045/GCA_000622045.1_ASM62204v1/GCA_000622045.1_ASM62204v1_genomic.fna.gz)	GCA_000622045.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/622/045/GCA_000622045.1_ASM62204v1	GCA_000622045.1_ASM62204v1_genomic.fna.gz	[GCF_000622045.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/622/045/GCF_000622045.1_ASM62204v1)	[GCF_000622045.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/622/045/GCF_000622045.1_ASM62204v1/GCF_000622045.1_ASM62204v1_genomic.fna.gz)	GCF_000622045.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/622/045/GCF_000622045.1_ASM62204v1	GCF_000622045.1_ASM62204v1_genomic.fna.gz
Anaerovibrio sp.	RM50		2558860135	Illumina HiSeq	vpAllpaths v. r46652	466.277	99.66	2780749	2682	2597	88.74	0.45	1635	1274	2037	931	72.52	40	Anaerovibrio sp. RM50 	PRJNA223479	SAMN02744020	1200557	[GCA_000622005.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/622/005/GCA_000622005.1_ASM62200v1)	[GCA_000622005.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/622/005/GCA_000622005.1_ASM62200v1/GCA_000622005.1_ASM62200v1_genomic.fna.gz)	GCA_000622005.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/622/005/GCA_000622005.1_ASM62200v1	GCA_000622005.1_ASM62200v1_genomic.fna.gz	[GCF_000622005.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/622/005/GCF_000622005.1_ASM62200v1)	[GCF_000622005.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/622/005/GCF_000622005.1_ASM62200v1/GCF_000622005.1_ASM62200v1_genomic.fna.gz)	GCF_000622005.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/622/005/GCF_000622005.1_ASM62200v1	GCF_000622005.1_ASM62200v1_genomic.fna.gz
Lachnospiraceae bacterium	V9D3004		2558860119	Illumina HiSeq	vpAllpaths v. r46652	386.594	98.65	3418360	2772	2711	90.9	0.41	1584	1168	2154	811	74.96	32	Lachnospiraceae bacterium V9D3004 	PRJNA223478	SAMN02744022	1410632	[GCA_000621985.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/621/985/GCA_000621985.1_ASM62198v1)	[GCA_000621985.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/621/985/GCA_000621985.1_ASM62198v1/GCA_000621985.1_ASM62198v1_genomic.fna.gz)	GCA_000621985.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/621/985/GCA_000621985.1_ASM62198v1	GCA_000621985.1_ASM62198v1_genomic.fna.gz	[GCF_000621985.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/621/985/GCF_000621985.1_ASM62198v1)	[GCF_000621985.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/621/985/GCF_000621985.1_ASM62198v1/GCF_000621985.1_ASM62198v1_genomic.fna.gz)	GCF_000621985.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/621/985/GCF_000621985.1_ASM62198v1	GCF_000621985.1_ASM62198v1_genomic.fna.gz
Lachnospiraceae bacterium	P6B14		2558860128	Illumina HiSeq	vpAllpaths v. r46652	543.455	97.99	2688503	2396	2339	91.94	0.46	1420	1076	1863	768	75.58	36	Lachnospiraceae bacterium P6B14 	PRJNA223466	SAMN02743885	1410631	[GCA_000687695.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/687/695/GCA_000687695.1_ASM68769v1)	[GCA_000687695.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/687/695/GCA_000687695.1_ASM68769v1/GCA_000687695.1_ASM68769v1_genomic.fna.gz)	GCA_000687695.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/687/695/GCA_000687695.1_ASM68769v1	GCA_000687695.1_ASM68769v1_genomic.fna.gz	[GCF_000687695.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/687/695/GCF_000687695.1_ASM68769v1)	[GCF_000687695.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/687/695/GCF_000687695.1_ASM68769v1/GCF_000687695.1_ASM68769v1_genomic.fna.gz)	GCF_000687695.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/687/695/GCF_000687695.1_ASM68769v1	GCF_000687695.1_ASM68769v1_genomic.fna.gz
Kandleria vitulina	WCE2011		2558860130	Illumina HiSeq	vpAllpaths v. r46652	605.057	100	2036146	2070	1987	90.71	0.35	1344	1065	1609	740	74.11	41	Kandleria vitulina WCE2011 	PRJNA223465	SAMN02744019	1410659	[GCA_000621925.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/621/925/GCA_000621925.1_ASM62192v1)	[GCA_000621925.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/621/925/GCA_000621925.1_ASM62192v1/GCA_000621925.1_ASM62192v1_genomic.fna.gz)	GCA_000621925.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/621/925/GCA_000621925.1_ASM62192v1	GCA_000621925.1_ASM62192v1_genomic.fna.gz	[GCF_000621925.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/621/925/GCF_000621925.1_ASM62192v1)	[GCF_000621925.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/621/925/GCF_000621925.1_ASM62192v1/GCF_000621925.1_ASM62192v1_genomic.fna.gz)	GCF_000621925.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/621/925/GCF_000621925.1_ASM62192v1	GCF_000621925.1_ASM62192v1_genomic.fna.gz
Lachnospiraceae bacterium	NC2004		2558860167	Illumina HiSeq	vpAllpaths v. r46652	402.715	100	3373099	2899	2848	90.98	0.39	1634	1197	2158	842	71.09	56	Lachnospiraceae bacterium NC2004 	PRJNA223464	SAMN02744018	1410626	[GCA_000621905.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/621/905/GCA_000621905.1_ASM62190v1)	[GCA_000621905.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/621/905/GCA_000621905.1_ASM62190v1/GCA_000621905.1_ASM62190v1_genomic.fna.gz)	GCA_000621905.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/621/905/GCA_000621905.1_ASM62190v1	GCA_000621905.1_ASM62190v1_genomic.fna.gz	[GCF_000621905.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/621/905/GCF_000621905.1_ASM62190v1)	[GCF_000621905.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/621/905/GCF_000621905.1_ASM62190v1/GCF_000621905.1_ASM62190v1_genomic.fna.gz)	GCF_000621905.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/621/905/GCF_000621905.1_ASM62190v1	GCF_000621905.1_ASM62190v1_genomic.fna.gz
Megasphaera elsdenii	T81		2558309039	Illumina HiSeq	vpAllpaths v. r46652	459.581	99.4	2504624	2398	2303	88.54	0.53	1622	1282	1926	919	77.31	36	Megasphaera elsdenii T81 	PRJNA223459	SAMN02744015	1410663	[GCA_000621885.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/621/885/GCA_000621885.1_ASM62188v1)	[GCA_000621885.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/621/885/GCA_000621885.1_ASM62188v1/GCA_000621885.1_ASM62188v1_genomic.fna.gz)	GCA_000621885.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/621/885/GCA_000621885.1_ASM62188v1	GCA_000621885.1_ASM62188v1_genomic.fna.gz	[GCF_000621885.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/621/885/GCF_000621885.1_ASM62188v1)	[GCF_000621885.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/621/885/GCF_000621885.1_ASM62188v1/GCF_000621885.1_ASM62188v1_genomic.fna.gz)	GCF_000621885.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/621/885/GCF_000621885.1_ASM62188v1	GCF_000621885.1_ASM62188v1_genomic.fna.gz
Prevotella ruminicola	Ga6B6		2558860122	Illumina HiSeq	vpAllpaths v. r46652	259.755	99.63	3473679	2903	2844	93.12	0.48	1553	1199	2265	806	74.1	52	Prevotella ruminicola Ga6B6 	PRJNA223454	SAMN02743888	1410667	[GCA_000687715.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/687/715/GCA_000687715.1_ASM68771v1)	[GCA_000687715.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/687/715/GCA_000687715.1_ASM68771v1/GCA_000687715.1_ASM68771v1_genomic.fna.gz)	GCA_000687715.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/687/715/GCA_000687715.1_ASM68771v1	GCA_000687715.1_ASM68771v1_genomic.fna.gz	[GCF_000687715.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/687/715/GCF_000687715.1_ASM68771v1)	[GCF_000687715.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/687/715/GCF_000687715.1_ASM68771v1/GCF_000687715.1_ASM68771v1_genomic.fna.gz)	GCF_000687715.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/687/715/GCF_000687715.1_ASM68771v1	GCF_000687715.1_ASM68771v1_genomic.fna.gz
Pseudobutyrivibrio sp.	MD2005		2558860980	Illumina HiSeq	vpAllpaths v. r46652	520.279	99.52	3086437	2860	2743	90.32	0.38	1744	1362	2168	874	72.66	26	Pseudobutyrivibrio sp. MD2005 	PRJNA223452	SAMN02744014	1410616	[GCA_000621865.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/621/865/GCA_000621865.1_ASM62186v1)	[GCA_000621865.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/621/865/GCA_000621865.1_ASM62186v1/GCA_000621865.1_ASM62186v1_genomic.fna.gz)	GCA_000621865.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/621/865/GCA_000621865.1_ASM62186v1	GCA_000621865.1_ASM62186v1_genomic.fna.gz	[GCF_000621865.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/621/865/GCF_000621865.1_ASM62186v1)	[GCF_000621865.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/621/865/GCF_000621865.1_ASM62186v1/GCF_000621865.1_ASM62186v1_genomic.fna.gz)	GCF_000621865.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/621/865/GCF_000621865.1_ASM62186v1	GCF_000621865.1_ASM62186v1_genomic.fna.gz
Ruminococcus flavefaciens	MA2007		2558309013	Illumina HiSeq	vpAllpaths v. r46652	362.767	99.33	3395317	2977	2907	88.01	0.46	1646	1242	2205	834	71.51	29	Ruminococcus flavefaciens MA2007 	PRJNA223451	SAMN02744016	1410670	[GCA_000621845.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/621/845/GCA_000621845.1_ASM62184v1)	[GCA_000621845.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/621/845/GCA_000621845.1_ASM62184v1/GCA_000621845.1_ASM62184v1_genomic.fna.gz)	GCA_000621845.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/621/845/GCA_000621845.1_ASM62184v1	GCA_000621845.1_ASM62184v1_genomic.fna.gz	[GCF_000621845.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/621/845/GCF_000621845.1_ASM62184v1)	[GCF_000621845.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/621/845/GCF_000621845.1_ASM62184v1/GCF_000621845.1_ASM62184v1_genomic.fna.gz)	GCF_000621845.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/621/845/GCF_000621845.1_ASM62184v1	GCF_000621845.1_ASM62184v1_genomic.fna.gz
Ruminococcus sp.	FC2018		2558309012	Illumina HiSeq	vpAllpaths v. r46652	269.028	98.63	2404446	2255	2193	88.58	0.46	1316	1059	1724	745	73.48	32	Ruminococcus sp. FC2018 	PRJNA223448	SAMN02744013	1410617	[GCA_000621805.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/621/805/GCA_000621805.1_ASM62180v1)	[GCA_000621805.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/621/805/GCA_000621805.1_ASM62180v1/GCA_000621805.1_ASM62180v1_genomic.fna.gz)	GCA_000621805.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/621/805/GCA_000621805.1_ASM62180v1	GCA_000621805.1_ASM62180v1_genomic.fna.gz	[GCF_000621805.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/621/805/GCF_000621805.1_ASM62180v1)	[GCF_000621805.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/621/805/GCF_000621805.1_ASM62180v1/GCF_000621805.1_ASM62180v1_genomic.fna.gz)	GCF_000621805.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/621/805/GCF_000621805.1_ASM62180v1	GCF_000621805.1_ASM62180v1_genomic.fna.gz
Ruminococcaceae bacterium	AB4001		2558860118	Illumina HiSeq	vpAllpaths v. r46652	428.477	99.29	3248062	2868	2797	91.55	0.46	1582	1068	2114	738	72.07	54	Ruminococcaceae bacterium AB4001 	PRJNA223440	SAMN02744006	1410638	[GCA_000621765.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/621/765/GCA_000621765.1_ASM62176v1)	[GCA_000621765.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/621/765/GCA_000621765.1_ASM62176v1/GCA_000621765.1_ASM62176v1_genomic.fna.gz)	GCA_000621765.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/621/765/GCA_000621765.1_ASM62176v1	GCA_000621765.1_ASM62176v1_genomic.fna.gz	[GCF_000621765.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/621/765/GCF_000621765.1_ASM62176v1)	[GCF_000621765.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/621/765/GCF_000621765.1_ASM62176v1/GCF_000621765.1_ASM62176v1_genomic.fna.gz)	GCF_000621765.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/621/765/GCF_000621765.1_ASM62176v1	GCF_000621765.1_ASM62176v1_genomic.fna.gz
Butyrivibrio sp.	MC2021		2556921665	Illumina HiSeq	vpAllpaths v. r46652	354.641	99.96	4362523	3660	3569	91.49	0.44	2109	1534	2804	929	73.93	32	Butyrivibrio sp. MC2021 	PRJNA223051	SAMN02744002	1408306	[GCA_000621605.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/621/605/GCA_000621605.1_ASM62160v1)	[GCA_000621605.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/621/605/GCA_000621605.1_ASM62160v1/GCA_000621605.1_ASM62160v1_genomic.fna.gz)	GCA_000621605.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/621/605/GCA_000621605.1_ASM62160v1	GCA_000621605.1_ASM62160v1_genomic.fna.gz	[GCF_000621605.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/621/605/GCF_000621605.1_ASM62160v1)	[GCF_000621605.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/621/605/GCF_000621605.1_ASM62160v1/GCF_000621605.1_ASM62160v1_genomic.fna.gz)	GCF_000621605.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/621/605/GCF_000621605.1_ASM62160v1	GCF_000621605.1_ASM62160v1_genomic.fna.gz
